appendix_name,scenario_id,model,score_type,rank,export_rank,road_key,nama_ruas,nomor_ruas,desa_yang_dilalui,kecamatan_yang_dilalui,score,pred_prob,final_score,base_prob,rerank_score,planned_any_2026,planned_teknokratis_2026,planned_tender_2026,planned_pl_2026,is_top35,is_top70,is_top105
AHP_WSM_17_full,normatif_17,AHP_WSM,,1,1,panglima batur,Panglima Batur,,,,0.5782435106856013,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,2,2,aluh idut,Aluh Idut,,,,0.576470334763695,,,,,0,0,0,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,3,3,singakarsa - palas,Singakarsa - Palas,,,,0.5606926457214918,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,4,4,kandangan hulu - sp tabihi,Kandangan Hulu - Sp. Tabihi,,,,0.553857314099642,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,5,5,merah johansyah - melati,Merah Johansyah - Melati,,,,0.5482948589288977,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,6,6,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,,,,0.5358786236599633,,,,,0,0,0,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,7,7,pemuda,Pemuda,,,,0.5316832363700774,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,8,8,bakarung - rantauan,Bakarung - Rantauan,,,,0.5314665602213406,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,9,9,parindra,Parindra,,,,0.5260398589476083,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,10,10,wasah tengah - sei tarap,Wasah Tengah - Sungai Tarap,,,,0.5189698799221034,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,11,11,kesehatan - komp rmh dokter,Kesehatan - Komp. Rmh Dokter,,,,0.5181206915901678,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,12,12,angkinang - telaga langsat,Angkinang - Telaga Langsat,,,,0.517146827097626,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,13,13,hamalau - ganda,Hamalau - Ganda,,,,0.5166651538379216,,,,,0,0,0,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,14,14,simpur - sp 3 muara paring agung,Simpur - Sp. 3 Muara Paring Agung,,,,0.5164460764761067,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,15,15,anggrek,Anggrek,,,,0.516345878027764,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,16,16,palajau - desa baluti,Palajau - Ds. Baluti,,,,0.5135080411550876,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,17,17,teluk mesjid - sp 4 muara banta,Teluk Mesjid - Sp. 4 Muara Banta,,,,0.5130432206740595,,,,,0,0,0,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,18,18,wahab syahrani,Wahab Syahrani,,,,0.512433600831952,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,19,19,menuju stadion 2 desember,Menuju Stadion 2 Desember,,,,0.5099640424598417,,,,,1,0,1,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,20,20,sei raya - jambu hulu paku,Sungai Raya - Jambu Hulu/Paku,,,,0.5095557266075214,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,21,21,pandak daun - baruh jaya - samuda,Pandak Daun - Baruh Jaya - Samuda,,,,0.5062922777550914,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,22,22,bayanan - habirau tengah,Bayanan - Habirau Tengah,,,,0.5029760978382153,,,,,1,1,1,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,23,23,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,,,,0.5026610302577749,,,,,1,1,1,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,24,24,sekolah islam kandangan barat,Sekolah Islam (Kandangan Barat),,,,0.5018082730684471,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,25,25,ks tubun,KS. Tubun,,,,0.5004101419395515,,,,,0,0,0,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,26,26,tambangan - desa baruh jaya,Tambangan - Ds. Baruh Jaya,,,,0.5003148389587398,,,,,1,1,1,0,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,27,27,tibung raya - asam cangkuk,Tibung Raya - Asam Cangkuk,,,,0.49942223143954706,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,28,28,taniran selatan - rantauan,Taniran Selatan - Rantauan,,,,0.4983456912079905,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,29,29,amawang muka - getek,Amawang Muka - Getek,,,,0.4950379627714353,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,30,30,hamalau - pahampangan,Hamalau - Pahampangan,,,,0.49261183920287716,,,,,,,,,1,1,1
AHP_WSM_17_full,normatif_17,AHP_WSM,,31,31,asam cangkuk - telaga bidadari,Asam Cangkuk - Telaga Bidadari,,,,0.49013120827964357,,,,,,,,,1,1,1
