appendix_name,scenario_id,model,score_type,rank,export_rank,road_key,nama_ruas,nomor_ruas,desa_yang_dilalui,kecamatan_yang_dilalui,score,pred_prob,final_score,base_prob,rerank_score,planned_any_2026,planned_teknokratis_2026,planned_tender_2026,planned_pl_2026,is_top35,is_top70,is_top105
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,1,1,singakarsa - palas,singakarsa – palas,,,,0.8811285714285715,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,2,2,wasah hulu - amparaya - simpur,Wasah Hulu - Amparaya - Simpur,,,,0.8793285714285715,,,,,0,0,0,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,3,3,taniran selatan kubah - buntut taniran wawaran,Taniran Selatan Kubah - Buntut Taniran / Wawaran,,,,0.8753000000000002,,,,,1,1,1,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,4,4,sei paring - sei hanyar pantai ulin,sei paring – sei hanyar pantai ulin,,,,0.870157142857143,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,5,5,padang batung - batulaki - malilingin,padang batung – batulaki – malilingin,,,,0.8697285714285715,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,6,6,angkinang - kayu abang - panggang hijau,angkinang – kayu abang – panggang hijau,,,,0.8688714285714287,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,7,7,bajayau - desa bajayau tengah,Bajayau - Ds. Bajayau Tengah,,,,0.8456428571428573,,,,,1,0,1,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,8,8,sp 4 mesjid sirih - sarang nyamuk - asam tamiyang,sp 4 mesjid sirih – sarang nyamuk – asam tamiyang,,,,0.8387000000000001,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,9,9,sei raya selatan - malutu - goa berangin,Sungai Raya Selatan - Malutu - Goa Berangin,,,,0.8382714285714287,,,,,1,0,1,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,10,10,mandapai - madang,mandapai – madang,,,,0.8369000000000001,,,,,,,,,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,11,11,siang gantung - desa baru,Siang Gantung - Ds. Baru,,,,0.8218142857142857,,,,,0,0,0,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,12,12,malinau - katingin - kamawakan,Malinau - Katingin - Kamawakan,,,,0.8172714285714285,,,,,0,1,0,0,1,1,1
TEK_Top105_DT_rerank_full,refined_rerank_teknokratis2026,DecisionTree,rerank,13,13,halunuk - riam tajam talo - hamak umpaya,Halunuk - Riam Tajam/Talo - Hamak Umpaya,,,,0.8134142857142858,,,,,0,1,0,0,1,1,1
